Accident_Index,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Speed_limit,Year,Day_week,Sum_Casulities_by_Day
200697EA70112,-4.213719,55.858378,3,2,3,2006-07-12,5,17:05,30,2006,,
200697EB01512,-4.183524,55.852806,3,1,1,2006-07-12,5,9:00,30,2006,,
200697EB01712,-4.159409,55.832831,3,3,1,2006-07-12,5,18:45,30,2006,,
200697GB23312,-4.362807,55.816148,3,2,1,2006-07-12,5,10:45,30,2006,,
200697GC01512,-4.382156,55.803641,3,2,1,2006-07-12,5,16:15,30,2006,,
200697GE01512,-4.263414,55.836353,3,1,1,2006-07-12,5,19:00,30,2006,,
200697NE01612,-3.956848,55.780411,3,3,4,2006-07-12,5,17:20,30,2006,,
200697QA01812,-4.174656,55.765515,3,1,1,2006-07-12,5,18:40,30,2006,,
200697QA02012,-4.179084,55.802016,3,2,1,2006-07-12,5,17:10,70,2006,,
200697QB02112,-4.037729,55.771816,3,2,1,2006-07-12,5,20:10,30,2006,,
200697QD00312,-4.208637,55.808229,3,1,1,2006-07-12,5,8:45,30,2006,,
200697UA02212,-4.871595,55.803247,3,2,2,2006-07-12,5,17:10,30,2006,,
2.01E+12,-2.59426,53.404159,3,2,1,2006-08-01,1,19:48,40,2006,,
2.01E+12,-1.622368,54.974189,3,2,1,2006-08-01,1,4:09,30,2006,,
2.01E+12,-1.620078,54.96852,2,1,1,2006-08-01,1,20:09,30,2006,,
2.01E+12,-1.617369,54.974173,3,2,1,2006-08-01,1,1:30,30,2006,,
2.01E+12,-1.426884,54.988252,3,2,1,2006-08-01,1,19:30,30,2006,,
2.01E+12,-1.604301,54.952653,3,3,1,2006-08-01,1,23:05,30,2006,,
2.01E+12,-1.955157,54.948796,3,1,1,2006-08-01,1,1:33,60,2006,,
2.01E+12,-1.14331,53.972712,3,2,1,2006-08-01,1,13:03,40,2006,,
2.01E+12,-1.750214,53.671258,3,2,1,2006-08-01,1,11:55,30,2006,,
2.01E+12,-1.579924,53.823583,3,2,1,2006-08-01,1,22:45,30,2006,,
2.01E+12,-1.747781,53.799695,3,2,1,2006-08-01,1,19:48,40,2006,,
2.01E+12,-1.823467,53.926113,3,2,1,2006-08-01,1,15:25,30,2006,,
2.01E+12,-1.30685,53.690366,3,2,2,2006-08-01,1,10:30,30,2006,,
2.01E+12,-1.750619,53.807521,3,1,1,2006-08-01,1,11:50,30,2006,,
2.01E+12,-1.88963,53.725847,3,2,1,2006-08-01,1,14:10,30,2006,,
2.01E+12,-1.866294,53.724565,3,2,3,2006-08-01,1,14:45,30,2006,,
2.01E+12,-2.165481,53.030321,3,1,1,2006-08-01,1,19:10,30,2006,,
2.01E+12,-2.096956,52.793973,3,2,3,2006-08-01,1,2:10,30,2006,,
2.01E+12,-2.043308,52.681183,3,1,1,2006-08-01,1,20:55,30,2006,,
2.01E+12,-1.724043,52.619289,3,3,1,2006-08-01,1,13:19,40,2006,,
2.01E+12,-1.653698,52.6236,3,1,1,2006-08-01,1,5:00,40,2006,,
2.01E+12,-1.107515,52.625239,3,1,1,2006-08-01,1,19:50,30,2006,,
2.01E+12,-1.385715,52.824247,3,2,1,2006-08-01,1,11:50,60,2006,,
2.01E+12,-1.375736,52.723149,3,2,2,2006-08-01,1,21:20,30,2006,,
2.01E+12,-1.131763,52.609327,3,1,1,2006-08-01,1,21:15,30,2006,,
2.01E+12,-0.122072,52.310524,2,1,3,2006-08-01,1,22:14,70,2006,,
2.01E+12,-0.238902,52.57469,3,2,1,2006-08-01,1,2:15,30,2006,,
2.01E+12,-0.264419,52.545127,3,2,3,2006-08-01,1,20:40,70,2006,,
2.01E+12,1.72858,52.618448,3,2,1,2006-08-01,1,0:40,30,2006,,
2.01E+12,1.735429,52.594755,2,2,1,2006-08-01,1,21:15,30,2006,,
2.01E+12,-1.203254,50.821056,3,1,1,2006-08-01,1,10:30,30,2006,,
2.01E+12,-1.476409,50.934291,3,1,1,2006-08-01,1,12:32,30,2006,,
2.01E+12,-0.779525,51.296707,3,2,1,2006-08-01,1,14:50,40,2006,,
2.01E+12,-0.982937,50.865927,3,2,2,2006-08-01,1,16:45,30,2006,,
2.01E+12,-0.997187,50.864072,3,2,1,2006-08-01,1,19:00,30,2006,,
2.01E+12,-1.326665,51.03505,3,2,2,2006-08-01,1,21:35,30,2006,,
2.01E+12,0.740731,51.340147,3,2,1,2006-08-01,1,19:08,30,2006,,
2.01E+12,0.298919,51.409462,3,2,1,2006-08-01,1,19:05,60,2006,,
2.01E+12,0.850722,51.14315,3,2,2,2006-08-01,1,15:05,30,2006,,
2.01E+12,-0.020142,50.795194,2,3,3,2006-08-01,1,13:10,30,2006,,
2.01E+12,0.047857,50.886656,3,2,1,2006-08-01,1,12:38,40,2006,,
2.01E+12,-2.593282,51.459733,3,1,1,2006-08-01,1,19:45,30,2006,,
2.01E+12,-2.417361,51.551397,3,2,4,2006-08-01,1,15:00,40,2006,,
2.01E+12,-2.591925,51.466124,3,2,1,2006-08-01,1,11:20,30,2006,,
2.01E+12,-2.668822,51.487381,3,2,1,2006-08-01,1,13:40,40,2006,,
2.01E+12,-2.548048,51.552748,1,1,3,2006-08-01,1,17:20,70,2006,,
2.01E+12,-2.518159,51.511791,3,3,2,2006-08-01,1,13:20,70,2006,,
2.01E+12,-2.264925,51.875618,3,2,2,2006-08-01,1,14:00,50,2006,,
2.01E+12,-2.21529,51.94576,3,2,1,2006-08-01,1,18:00,60,2006,,
2.01E+12,-3.033924,51.665017,3,1,1,2006-08-01,1,23:00,30,2006,,
2.01E+12,-3.15923,51.492641,2,1,1,2006-08-01,1,22:45,30,2006,,
2.01E+12,-3.818214,51.632292,3,2,1,2006-08-01,1,16:50,30,2006,,
2.01E+12,-2.098626,57.146627,2,1,1,2006-08-01,1,16:30,30,2006,,
2.01E+12,-2.974939,56.474093,3,1,1,2006-08-01,1,16:50,30,2006,,
2.01E+12,-3.450148,56.398109,2,3,4,2006-08-01,1,0:50,30,2006,,
2.01E+12,-3.103126,55.944152,3,1,1,2006-08-01,1,0:38,30,2006,,
2.01E+12,-3.789453,56.114656,3,1,1,2006-08-01,1,2:50,30,2006,,
2.01E+119,-1.89977,50.807546,3,2,4,2006-08-01,1,1:15,30,2006,,
2.01E+306,0.917584,51.892969,2,2,1,2006-08-01,1,20:35,30,2006,,
200601CW10306,-0.13071,51.516294,3,1,1,2006-08-01,1,4:46,30,2006,,
200601CW10313,-0.148531,51.524671,3,1,2,2006-08-01,1,18:23,30,2006,,
200601EO40095,-0.100747,51.543601,3,2,1,2006-08-01,1,20:20,30,2006,,
200601EO40229,-0.123382,51.519235,3,3,1,2006-08-01,1,12:30,30,2006,,
200601EO40234,-0.196104,51.553829,3,2,1,2006-08-01,1,17:55,30,2006,,
200601FH10104,-0.220561,51.503754,3,1,1,2006-08-01,1,19:05,30,2006,,
200601GD10140,-0.09669,51.571682,3,2,1,2006-08-01,1,5:55,30,2006,,
200601HT20007,-0.064702,51.526375,3,2,3,2006-08-01,1,20:20,50,2006,,
200601JC30401,-0.036735,51.613409,2,1,1,2006-08-01,1,9:00,30,2006,,
200601JI40145,0.084122,51.558897,3,1,1,2006-08-01,1,13:25,30,2006,,
200601JI40158,0.089312,51.558805,3,2,1,2006-08-01,1,13:30,30,2006,,
200601JI40160,0.053389,51.590824,3,2,1,2006-08-01,1,1:04,30,2006,,
200601JI40167,0.117523,51.58222,3,3,1,2006-08-01,1,20:30,50,2006,,
200601KF60005,0.025284,51.513974,3,1,1,2006-08-01,1,21:27,30,2006,,
200601KF60021,0.008625,51.51534,3,2,1,2006-08-01,1,16:10,30,2006,,
200601KF60085,0.009252,51.542667,3,2,1,2006-08-01,1,22:49,30,2006,,
200601KG70003,0.143987,51.531109,3,2,2,2006-08-01,1,15:01,40,2006,,
200601LX50005,-0.150609,51.466251,3,2,1,2006-08-01,1,22:00,30,2006,,
200601LX50008,-0.13083,51.42529,2,1,1,2006-08-01,1,17:11,30,2006,,
200601LX50198,-0.122552,51.43424,2,2,1,2006-08-01,1,13:41,30,2006,,
200601MM70178,-0.105588,51.479111,3,2,1,2006-08-01,1,9:30,30,2006,,
200601MM70180,-0.077241,51.454549,3,1,1,2006-08-01,1,21:35,30,2006,,
200601MM70187,-0.073744,51.49316,2,1,1,2006-08-01,1,19:28,30,2006,,
200601MM70196,-0.066247,51.466059,3,2,1,2006-08-01,1,20:23,30,2006,,
200601PL60192,-0.013199,51.457617,3,2,1,2006-08-01,1,23:00,30,2006,,
200601QA10132,-0.294506,51.595586,3,2,1,2006-08-01,1,22:42,30,2006,,
200601QK50013,-0.254855,51.552739,3,2,1,2006-08-01,1,10:20,30,2006,,
200601QK50199,-0.272335,51.544455,3,2,1,2006-08-01,1,19:10,30,2006,,
200601QK50200,-0.254867,51.537362,3,2,4,2006-08-01,1,1:10,30,2006,,
200601RY10101,0.098039,51.419167,3,1,2,2006-08-01,1,14:28,30,2006,,
200601SX20008,-0.261205,51.616949,3,3,1,2006-08-01,1,12:50,30,2006,,
200601SX20010,-0.195439,51.570634,3,1,1,2006-08-01,1,9:17,30,2006,,
200601SX20094,-0.195817,51.557421,3,2,1,2006-08-01,1,13:00,30,2006,,
200601TA00015,-0.121373,51.519023,3,1,1,2006-08-01,1,19:20,30,2006,,
200601TB00027,-0.167788,51.583605,3,2,1,2006-08-01,1,14:55,30,2006,,
200601TX20017,-0.278351,51.492027,3,1,1,2006-08-01,1,18:00,30,2006,,
200601VK30060,-0.287225,51.408975,3,2,1,2006-08-01,1,19:09,30,2006,,
200601XD80740,-0.253305,51.506584,3,1,1,2006-08-01,1,23:40,30,2006,,
200601XH30102,-0.401527,51.516431,3,2,1,2006-08-01,1,17:06,30,2006,,
200601YE80023,-0.135625,51.611155,3,2,1,2006-08-01,1,23:50,30,2006,,
200601YE80041,-0.112063,51.618602,3,3,3,2006-08-01,1,21:05,30,2006,,
200601YE80101,-0.111869,51.623275,3,2,1,2006-08-01,1,16:00,30,2006,,
200601YR90055,-0.084332,51.580743,3,2,2,2006-08-01,1,11:56,30,2006,,
200601YR90107,-0.065834,51.584666,3,2,1,2006-08-01,1,14:30,30,2006,,
200601YR90203,-0.064676,51.584737,3,1,2,2006-08-01,1,4:35,30,2006,,
200601ZD30157,-0.115293,51.407864,3,1,1,2006-08-01,1,16:35,30,2006,,
200601ZD30176,-0.065751,51.389251,3,3,1,2006-08-01,1,15:30,30,2006,,
200601ZD30182,-0.081011,51.374933,3,3,1,2006-08-01,1,21:26,30,2006,,
200601ZD30188,-0.093988,51.415344,2,3,1,2006-08-01,1,16:37,30,2006,,
200604AN06001,-3.050535,53.838504,3,2,4,2006-08-01,1,3:14,30,2006,,
200604AX06002,-3.052318,53.818714,3,1,1,2006-08-01,1,12:00,30,2006,,
200604BB06007,-2.837918,54.066231,3,1,1,2006-08-01,1,21:46,30,2006,,
200604CM06005,-2.631054,53.755156,2,1,1,2006-08-01,1,14:03,60,2006,,
200604CP06001,-2.719992,53.740903,3,2,1,2006-08-01,1,15:00,30,2006,,
200604DF06005,-2.700778,53.788925,3,2,2,2006-08-01,1,9:49,30,2006,,
200604FG06063,-2.23572,53.820671,3,2,3,2006-08-01,1,19:30,30,2006,,
200605AA04528,-3.015698,53.364642,3,2,1,2006-08-01,1,18:25,30,2006,,
200605EE04730,-2.903007,53.450854,3,2,1,2006-08-01,1,19:14,30,2006,,
200605EE05120,-2.917633,53.409843,3,2,2,2006-08-01,1,21:15,40,2006,,
200606A042354,-2.179895,53.51867,3,2,2,2006-08-01,1,19:56,30,2006,,
200606B042041,-2.218567,53.442561,3,2,2,2006-08-01,1,0:17,30,2006,,
200606C042249,-2.2605,53.381893,3,2,1,2006-08-01,1,12:20,30,2006,,
200606F041943,-2.375571,53.47435,3,2,1,2006-08-01,1,19:02,30,2006,,
200606J042026,-2.190277,53.37834,3,2,1,2006-08-01,1,22:55,30,2006,,
200606J042202,-2.084241,53.425383,3,2,1,2006-08-01,1,14:35,30,2006,,
200606J042336,-2.175436,53.424925,3,2,1,2006-08-01,1,11:20,30,2006,,
200606K042156,-2.387196,53.543166,3,2,1,2006-08-01,1,15:00,70,2006,,
200606K042415,-2.440957,53.561227,3,4,1,2006-08-01,1,18:35,30,2006,,
200606Q042135,-2.116271,53.581578,3,2,1,2006-08-01,1,13:24,30,2006,,
200606Q042385,-2.134872,53.5412,3,2,1,2006-08-01,1,2:48,30,2006,,
200606Q043170,-2.040003,53.591875,3,2,2,2006-08-01,1,17:55,40,2006,,
200606X041868,-2.291944,53.363213,3,2,2,2006-08-01,1,17:00,30,2006,,
200611AK03390,-1.45183,54.659363,3,2,1,2006-08-01,1,16:40,30,2006,,
200614B002206,-1.492284,53.545412,3,2,1,2006-08-01,1,10:00,30,2006,,
200614B008006,-1.486919,53.55231,3,1,1,2006-08-01,1,22:55,30,2006,,
200614D002406,-1.439015,53.430837,3,2,3,2006-08-01,1,14:30,30,2006,,
200614D002806,-1.474232,53.394503,3,2,1,2006-08-01,1,15:30,30,2006,,
200614E001406,-1.354982,53.344479,3,2,3,2006-08-01,1,21:15,30,2006,,
200614E002506,-1.351517,53.335201,3,1,1,2006-08-01,1,15:19,30,2006,,
200614H009006,-1.461993,53.446763,3,2,3,2006-08-01,1,12:20,30,2006,,
2006160D00070,-0.268499,53.776402,3,2,1,2006-08-01,1,14:45,30,2006,,
2006160D01490,-0.321301,53.791896,3,2,1,2006-08-01,1,16:40,30,2006,,
2006170M10246,-1.273821,54.548963,3,2,1,2006-08-01,1,17:40,30,2006,,
200620D007903,-1.770565,52.479234,3,2,1,2006-08-01,1,15:49,30,2006,,
200620D020302,-1.859164,52.537988,3,2,2,2006-08-01,1,15:50,30,2006,,
200620D025802,-1.822901,52.536231,3,2,1,2006-08-01,1,20:43,30,2006,,
200620D026203,-1.865563,52.47021,3,3,3,2006-08-01,1,20:36,30,2006,,
200620E003501,-2.005405,52.395757,3,2,1,2006-08-01,1,1:45,40,2006,,
200620E007303,-1.881531,52.444425,3,2,2,2006-08-01,1,11:00,30,2006,,
200620F051103,-1.909754,52.528687,3,3,1,2006-08-01,1,21:34,40,2006,,
200620G003801,-2.114205,52.584675,3,2,1,2006-08-01,1,9:20,30,2006,,
200620M002001,-1.556028,52.406521,3,3,2,2006-08-01,1,17:50,30,2006,,
200620M002401,-1.534843,52.408148,3,2,1,2006-08-01,1,17:30,30,2006,,
200620M003803,-1.500571,52.448914,3,2,1,2006-08-01,1,13:05,30,2006,,
200622DF49237,-1.902882,52.302487,3,3,2,2006-08-01,1,18:00,40,2006,,
200630A000004,-1.376869,52.913468,3,3,1,2006-08-01,1,18:00,70,2006,,
200630B000009,-1.90747,53.330725,3,1,1,2006-08-01,1,9:30,70,2006,,
200630C000008,-1.427666,53.255858,2,1,3,2006-08-01,1,4:11,30,2006,,
200630D000021,-1.490844,52.882907,3,2,1,2006-08-01,1,14:30,30,2006,,
200630D000022,-1.582661,52.854229,3,1,3,2006-08-01,1,21:35,60,2006,,
20063102B0018,-1.014894,53.195001,3,2,1,2006-08-01,1,23:16,30,2006,,
20063102B0071,-1.154391,53.233648,3,2,2,2006-08-01,1,14:00,60,2006,,
20063102D0031,-0.958895,52.966727,3,4,2,2006-08-01,1,9:40,60,2006,,
200632C000506,-0.027676,52.96571,3,2,1,2006-08-01,1,19:45,40,2006,,
200632C001406,0.133435,53.43863,3,2,2,2006-08-01,1,22:13,60,2006,,
200632D000506,-0.649139,53.201664,2,2,5,2006-08-01,1,23:08,60,2006,,
200632D001106,-0.772806,53.395287,3,2,1,2006-08-01,1,16:35,30,2006,,
200634NW00233,-0.68469,52.289359,3,2,1,2006-08-01,1,12:25,30,2006,,
200637B024222,0.736703,52.290323,3,1,1,2006-08-01,1,2:59,30,2006,,
200640C001380,-0.446992,51.924383,3,2,2,2006-08-01,1,14:00,30,2006,,
200640C001500,-0.479284,51.898369,3,2,2,2006-08-01,1,22:00,30,2006,,
200640D001370,-0.362707,51.842583,3,2,1,2006-08-01,1,8:20,30,2006,,
20064100B0005,-0.110904,51.709048,2,3,2,2006-08-01,1,10:42,30,2006,,
20064100B0007,-0.212829,51.825834,2,1,2,2006-08-01,1,8:50,60,2006,,
20064100D0235,-0.432553,51.758381,3,1,1,2006-08-01,1,2:30,30,2006,,
20064100J2017,-0.226841,51.686936,3,2,1,2006-08-01,1,17:26,60,2006,,
200642G000401,0.128059,51.779601,1,1,2,2006-08-01,1,3:00,60,2006,,
200642H000901,0.690371,51.546467,3,2,1,2006-08-01,1,17:24,30,2006,,
200642H001101,0.651677,51.548338,3,2,1,2006-08-01,1,10:41,30,2006,,
200642H001301,0.698144,51.546198,3,2,1,2006-08-01,1,9:50,30,2006,,
200643N044016,-0.728504,52.079986,3,2,1,2006-08-01,1,10:10,30,2006,,
200643N045016,-0.832891,51.691194,3,2,2,2006-08-01,1,18:03,60,2006,,
200643N147016,-0.748365,52.042974,3,1,3,2006-08-01,1,18:12,30,2006,,
200643P034016,-1.224526,51.750539,3,2,1,2006-08-01,1,12:09,30,2006,,
200643P057016,-1.223974,51.740465,3,2,1,2006-08-01,1,20:25,30,2006,,
200643P063016,-1.316137,51.85217,2,4,1,2006-08-01,1,16:52,50,2006,,
200643P073016,-1.203863,51.722797,3,3,1,2006-08-01,1,15:00,30,2006,,
200643P076016,-1.646005,51.77792,2,2,2,2006-08-01,1,9:48,60,2006,,
200643P163016,-1.203912,51.728282,3,4,2,2006-08-01,1,15:01,70,2006,,
200643W065016,-0.60465,51.496004,3,2,1,2006-08-01,1,17:53,40,2006,,
200643W067016,-0.569708,51.503136,3,3,1,2006-08-01,1,13:06,40,2006,,
200643W071016,-1.014356,51.462486,3,2,1,2006-08-01,1,16:15,30,2006,,
200643W100016,-0.976479,51.443998,3,2,1,2006-08-01,1,6:01,40,2006,,
200643W154016,-0.581653,51.508227,3,2,1,2006-08-01,1,15:55,40,2006,,
200643W270016,-0.615234,51.522297,3,2,1,2006-08-01,1,2:20,30,2006,,
200645EL80220,-0.364347,51.363225,3,2,1,2006-08-01,1,16:45,30,2006,,
200645RE78940,-0.176893,51.239952,3,2,1,2006-08-01,1,19:48,30,2006,,
200645RE78975,-0.166488,51.198961,3,2,1,2006-08-01,1,10:34,40,2006,,
200645RE79002,-0.205172,51.242188,3,2,1,2006-08-01,1,16:30,30,2006,,
200645SP80192,-0.499567,51.436436,3,1,1,2006-08-01,1,4:00,50,2006,,
200645SU79053,-0.569934,51.34847,3,1,1,2006-08-01,1,14:35,60,2006,,
200645TA79055,-0.066922,51.259051,3,2,2,2006-08-01,1,17:18,70,2006,,
200645TA79256,-0.125177,51.260988,3,1,1,2006-08-01,1,13:50,70,2006,,
200645WA79127,-0.650082,51.083419,3,2,1,2006-08-01,1,10:22,60,2006,,
200645WA79164,-0.665867,51.080633,2,1,1,2006-08-01,1,3:45,60,2006,,
200645WA97396,-0.664047,51.158669,3,2,4,2006-08-01,1,19:09,60,2006,,
200645WO79048,-0.556256,51.317638,3,2,2,2006-08-01,1,10:35,30,2006,,
200650D41A236,-3.495464,50.887667,3,2,1,2006-08-01,1,14:49,60,2006,,
200650E21A170,-4.156048,50.418178,3,1,1,2006-08-01,1,4:50,30,2006,,
200650E31A285,-4.141968,50.393163,3,2,1,2006-08-01,1,20:21,30,2006,,
200650F21A126,-3.589463,50.431437,3,2,2,2006-08-01,1,20:10,30,2006,,
200654AL01106,-1.664225,51.234786,2,1,2,2006-08-01,1,22:17,30,2006,,
200654DC00406,-1.803229,51.554582,2,2,1,2006-08-01,1,18:53,30,2006,,
2006556P00118,-1.90675,50.72302,3,2,2,2006-08-01,1,12:47,30,2006,,
2006600CO8001,-3.68901,53.289138,3,1,2,2006-08-01,1,14:45,30,2006,,
2006600CO9003,-3.533185,53.282254,1,13,13,2006-08-01,1,10:10,60,2006,,
2006600DE3003,-3.518133,53.306179,3,2,1,2006-08-01,1,18:40,30,2006,,
2006600WR3004,-2.888523,53.073414,3,2,1,2006-08-01,1,11:10,60,2006,,
200663DP00606,-3.147007,52.660538,3,1,1,2006-08-01,1,2:10,30,2006,,
200697CA00601,-4.282327,55.875639,3,1,1,2006-08-01,1,3:30,30,2006,,
2.01E+12,-2.935723,54.898292,3,2,1,2006-08-02,4,8:00,30,2006,,
2.01E+12,-2.722314,53.371453,3,2,1,2006-08-02,4,18:05,30,2006,,
2.01E+12,-2.607728,53.38872,3,3,2,2006-08-02,4,8:40,30,2006,,
2.01E+12,-2.889205,53.186137,3,2,2,2006-08-02,4,16:25,30,2006,,
2.01E+12,-2.89711,53.270847,3,2,1,2006-08-02,4,7:45,30,2006,,
2.01E+12,-2.560314,53.407829,3,2,1,2006-08-02,4,16:50,60,2006,,
2.01E+12,-1.380378,54.923051,3,1,1,2006-08-02,4,11:31,30,2006,,
2.01E+12,-1.580874,54.998226,3,2,1,2006-08-02,4,18:20,30,2006,,
2.01E+12,-1.462323,54.909153,3,1,1,2006-08-02,4,23:41,70,2006,,
2.01E+12,-1.610333,54.958604,2,2,1,2006-08-02,4,9:54,30,2006,,
2.01E+12,-1.697915,54.983027,3,2,1,2006-08-02,4,14:20,20,2006,,
2.01E+12,-1.546009,54.887836,3,2,2,2006-08-02,4,8:30,30,2006,,
2.01E+12,-1.642718,55.162962,3,2,2,2006-08-02,4,7:10,60,2006,,
2.01E+12,-1.685773,54.977065,3,2,1,2006-08-02,4,18:30,30,2006,,
2.01E+12,-1.073719,53.78308,3,2,1,2006-08-02,4,17:10,30,2006,,
2.01E+12,-1.261543,53.856201,3,2,2,2006-08-02,4,17:40,60,2006,,
2.01E+12,-1.493469,54.001033,3,2,1,2006-08-02,4,18:11,30,2006,,
2.01E+12,-1.853551,53.771648,3,2,2,2006-08-02,4,8:00,30,2006,,
2.01E+12,-1.511257,53.810649,3,1,1,2006-08-02,4,11:50,30,2006,,
2.01E+12,-1.786114,53.636093,3,2,2,2006-08-02,4,19:15,30,2006,,
2.01E+12,-1.768529,53.809175,3,3,3,2006-08-02,4,16:11,30,2006,,
2.01E+12,-1.396186,53.786396,3,1,1,2006-08-02,4,13:05,40,2006,,
2.01E+12,-1.773973,53.643891,3,2,1,2006-08-02,4,11:55,30,2006,,
2.01E+12,-1.497851,53.801426,3,2,1,2006-08-02,4,9:35,40,2006,,
2.01E+12,-1.785599,53.797252,3,2,2,2006-08-02,4,20:33,30,2006,,
2.01E+12,-1.737289,53.680668,3,2,1,2006-08-02,4,10:18,40,2006,,
2.01E+12,-1.79723,53.620383,3,2,1,2006-08-02,4,7:30,30,2006,,
2.01E+12,-1.812639,53.725392,3,2,2,2006-08-02,4,10:40,30,2006,,
2.01E+12,-1.271137,53.715142,3,2,4,2006-08-02,4,10:30,30,2006,,
2.01E+12,-1.841441,53.683458,3,2,2,2006-08-02,4,20:00,30,2006,,
2.01E+12,-1.718096,53.788754,3,3,2,2006-08-02,4,8:40,30,2006,,
2.01E+12,-1.756021,53.792612,3,2,1,2006-08-02,4,14:30,30,2006,,
2.01E+12,-1.407682,53.702952,2,2,1,2006-08-02,4,21:40,30,2006,,
2.01E+12,-1.415603,53.699755,2,2,1,2006-08-02,4,20:46,30,2006,,
2.01E+12,-1.745212,53.797802,3,3,1,2006-08-02,4,16:00,40,2006,,
2.01E+12,-2.304783,53.056025,3,2,1,2006-08-02,4,7:40,60,2006,,
2.01E+12,-2.17103,53.000828,3,1,1,2006-08-02,4,14:55,30,2006,,
2.01E+12,-2.361334,52.931543,3,3,1,2006-08-02,4,12:20,60,2006,,
2.01E+12,-2.224439,53.012965,3,2,2,2006-08-02,4,10:31,30,2006,,
2.01E+12,-1.637159,52.801279,3,2,1,2006-08-02,4,1:30,30,2006,,
2.01E+12,-1.650626,52.805095,3,2,2,2006-08-02,4,21:15,30,2006,,
2.01E+12,-1.62312,52.795212,3,2,1,2006-08-02,4,12:10,30,2006,,
2.01E+12,-1.573601,52.33727,3,1,1,2006-08-02,4,7:15,30,2006,,
2.01E+12,-1.618752,52.258218,3,2,3,2006-08-02,4,12:30,70,2006,,
2.01E+12,-1.264419,52.359844,3,1,1,2006-08-02,4,8:55,30,2006,,
2.01E+12,-1.634917,52.519438,3,2,1,2006-08-02,4,18:25,60,2006,,
2.01E+12,-1.263106,52.385819,3,2,1,2006-08-02,4,15:00,40,2006,,
2.01E+12,-1.290191,52.336896,3,1,1,2006-08-02,4,11:40,30,2006,,
2.01E+12,-1.08888,52.661777,3,1,1,2006-08-02,4,6:50,30,2006,,
2.01E+12,-1.518829,52.609644,3,2,1,2006-08-02,4,19:00,40,2006,,
2.01E+12,-1.11377,52.622769,3,2,1,2006-08-02,4,17:10,30,2006,,
2.01E+12,0.142008,52.198304,3,2,1,2006-08-02,4,15:17,30,2006,,
2.01E+12,0.142672,52.209083,3,2,3,2006-08-02,4,20:54,30,2006,,
2.01E+12,1.24762,52.631276,3,1,1,2006-08-02,4,8:44,30,2006,,
2.01E+12,0.422762,52.757043,3,2,1,2006-08-02,4,16:30,30,2006,,
2.01E+12,1.053732,52.57879,3,2,1,2006-08-02,4,13:07,30,2006,,
2.01E+12,1.322916,52.606701,3,2,1,2006-08-02,4,22:50,70,2006,,
2.01E+12,-1.125238,50.794688,3,2,1,2006-08-02,4,7:45,30,2006,,
2.01E+12,-1.166874,50.815137,3,2,1,2006-08-02,4,7:08,30,2006,,
2.01E+12,-1.372876,50.960849,3,2,1,2006-08-02,4,10:16,30,2006,,
2.01E+12,-1.086916,50.809862,3,2,1,2006-08-02,4,6:00,30,2006,,
2.01E+12,-1.300962,50.752167,3,2,1,2006-08-02,4,11:47,30,2006,,
2.01E+12,-1.104491,51.255132,3,2,1,2006-08-02,4,12:17,40,2006,,
2.01E+12,-1.304276,50.719903,3,2,1,2006-08-02,4,12:17,40,2006,,
2.01E+12,-1.305259,50.701293,2,1,1,2006-08-02,4,11:00,30,2006,,
2.01E+12,-1.283138,50.675439,3,2,1,2006-08-02,4,14:56,40,2006,,
2.01E+12,-1.432376,50.927431,3,3,1,2006-08-02,4,15:19,30,2006,,
2.01E+12,-0.95926,51.270746,3,2,1,2006-08-02,4,9:40,40,2006,,
2.01E+12,-1.021641,50.904208,3,2,1,2006-08-02,4,15:35,30,2006,,
2.01E+12,-1.301101,50.752348,3,2,1,2006-08-02,4,17:22,30,2006,,
2.01E+12,-1.183881,51.084947,3,2,2,2006-08-02,4,19:25,40,2006,,
2.01E+12,0.687036,51.242096,3,2,3,2006-08-02,4,7:45,30,2006,,
2.01E+12,0.758138,51.414749,3,1,1,2006-08-02,4,15:50,40,2006,,
2.01E+12,0.912018,51.137861,3,2,1,2006-08-02,4,8:50,40,2006,,
2.01E+12,0.839437,51.140996,2,2,1,2006-08-02,4,19:00,30,2006,,
2.01E+12,0.86774,51.161622,3,2,1,2006-08-02,4,19:00,70,2006,,
2.01E+12,0.480515,51.297203,3,2,1,2006-08-02,4,6:33,70,2006,,
2.01E+12,1.390781,51.382037,3,3,2,2006-08-02,4,14:10,30,2006,,
2.01E+12,1.296409,51.142761,3,1,1,2006-08-02,4,15:40,30,2006,,
2.01E+12,1.399976,51.349027,3,2,1,2006-08-02,4,18:00,30,2006,,
2.01E+12,1.104586,51.360834,3,1,1,2006-08-02,4,8:25,30,2006,,
2.01E+12,0.491942,51.174374,3,3,1,2006-08-02,4,7:50,30,2006,,
2.01E+12,-0.758018,50.843156,1,1,1,2006-08-02,4,12:13,40,2006,,
2.01E+12,-0.201851,50.844994,2,1,3,2006-08-02,4,22:13,30,2006,,
2.01E+12,-0.153777,50.911245,2,1,2,2006-08-02,4,4:09,60,2006,,
2.01E+12,-0.796007,50.802006,2,2,2,2006-08-02,4,21:03,60,2006,,
2.01E+12,-3.008866,51.127237,3,2,1,2006-08-02,4,23:30,30,2006,,
